aid,tid,capacity,role,charid,impid,voice,epid,sid
Kate McKinnon,2021021311,cast,performer,,,FALSE,20210213,46
Chris Redd,2021021311,cast,student,,,FALSE,20210213,46
Melissa Villasenor,2021021311,cast,Molly,,,FALSE,20210213,46
Nathaniel Rateliff,2021021312,music,,,,FALSE,20210213,46
The Night Sweats,2021021312,cameo,,,,FALSE,20210213,46
Beck Bennett,202102061,cast,Boomer Esiason,,4115.0,FALSE,20210206,46
Aidy Bryant,202102061,cast,Andy Reid,,4112.0,FALSE,20210206,46
Aidy Bryant,202102061,cast,Bruce Arians,,4113.0,FALSE,20210206,46
Mikey Day,202102061,cast,announcer,,,TRUE,20210206,46
Mikey Day,202102061,cast,Phil Simms,,4117.0,FALSE,20210206,46
Andrew Dismukes,202102061,cast,announcer,,,TRUE,20210206,46
Steve Higgins,202102061,cast,announcer,,,TRUE,20210206,46
Alex Moffat,202102061,cast,Bill Cowher,,4114.0,FALSE,20210206,46
Ego Nwodim,202102061,cast,announcer,,,TRUE,20210206,46
Chris Redd,202102061,cast,Nate Burleson,,4116.0,FALSE,20210206,46
Kenan Thompson,202102061,cast,James Brown (II),,3292.0,FALSE,20210206,46
Dan Levy,202102062,host,,,,FALSE,20210206,46
Eugene Levy,202102062,cameo,,,,FALSE,20210206,46
Aidy Bryant,202102062,cast,Doreen,,,FALSE,20210206,46
Kenan Thompson,202102062,cast,,,,FALSE,20210206,46
Melissa Villasenor,202102062,cast,,,,FALSE,20210206,46
Dan Levy,202102063,host,Thoby,,,FALSE,20210206,46
Mikey Day,202102063,cast,Jeremey,,,FALSE,20210206,46
Andrew Dismukes,202102063,cast,passenger,,,FALSE,20210206,46
Ego Nwodim,202102063,cast,Dana,,,FALSE,20210206,46
Kenan Thompson,202102063,cast,passenger,,,FALSE,20210206,46
Bowen Yang,202102063,cast,Dylan,,,FALSE,20210206,46
Dan Levy,202102064,host,guy,,,FALSE,20210206,46
Mikey Day,202102064,cast,guy,,,FALSE,20210206,46
Heidi Gardner,202102064,cast,girl,,,FALSE,20210206,46
Alex Moffat,202102064,cast,guy,,,FALSE,20210206,46
Ego Nwodim,202102064,cast,girl,,,FALSE,20210206,46
Cecily Strong,202102064,cast,Donna Lazaritti,,,FALSE,20210206,46
Bowen Yang,202102064,cast,guy,,,FALSE,20210206,46
Dan Levy,202102065,host,Brandon,,,FALSE,20210206,46
Beck Bennett,202102065,cast,Dale,,,FALSE,20210206,46
Heidi Gardner,202102065,cast,girl,,,FALSE,20210206,46
Kate McKinnon,202102065,cast,Dr. Anthony Fauci,,4089.0,FALSE,20210206,46
Kyle Mooney,202102065,cast,Shell,,,FALSE,20210206,46
Chris Redd,202102065,cast,guy,,,FALSE,20210206,46
Bowen Yang,202102065,cast,Psy,,4118.0,FALSE,20210206,46
Dan Levy,202102066,host,Blake Greenfield,,,FALSE,20210206,46
Aidy Bryant,202102066,cast,Mary Dinwiddie,,,FALSE,20210206,46
Punkie Johnson,202102066,cast,Annette Gibbs,,,FALSE,20210206,46
Kyle Mooney,202102066,cast,Dale Strandhoy,,,FALSE,20210206,46
Ego Nwodim,202102066,cast,Natasha Hampton,,,FALSE,20210206,46
Chris Redd,202102066,cast,Jamar Riley,,,FALSE,20210206,46
Chris Redd,202102066,cast,announcer,,,TRUE,20210206,46
Kenan Thompson,202102066,cast,Dr. Jeremiah Thibodeau,,,FALSE,20210206,46
Phoebe Bridgers,202102067,music,,,,FALSE,20210206,46
Darrell Hammond,202102068,cast,announcer,,,TRUE,20210206,46
Colin Jost,202102068,cast,,,,FALSE,20210206,46
Michael Che,202102068,cast,,,,FALSE,20210206,46
Heidi Gardner,202102068,cast,Janet Noonan,,,FALSE,20210206,46
Mikey Day,202102068,cast,Lowell Fitzroy,,,FALSE,20210206,46
Kenan Thompson,202102068,cast,Tim Williams,,4119.0,FALSE,20210206,46
Chris Redd,202102068,cast,Fred Williams,,4120.0,FALSE,20210206,46
Dan Levy,202102069,host,bartender,,,FALSE,20210206,46
Beck Bennett,202102069,cast,patron,,,FALSE,20210206,46
Alex Moffat,202102069,cast,patron,,,FALSE,20210206,46
Ego Nwodim,202102069,cast,patron,,,FALSE,20210206,46
Cecily Strong,202102069,cast,bartender,,,FALSE,20210206,46
Kenan Thompson,202102069,cast,patron,,,FALSE,20210206,46
Dan Levy,2021020610,host,guest,,,FALSE,20210206,46
Mikey Day,2021020610,cast,Mark,,,FALSE,20210206,46
Punkie Johnson,2021020610,cast,mother,,,FALSE,20210206,46
Kate McKinnon,2021020610,cast,guest,,,FALSE,20210206,46
Alex Moffat,2021020610,cast,priest,,,FALSE,20210206,46
Ego Nwodim,2021020610,cast,Carrie,,,FALSE,20210206,46
Phoebe Bridgers,2021020611,music,,,,FALSE,20210206,46
Dan Levy,2021020612,host,Taylor Bardey,,,FALSE,20210206,46
Heidi Gardner,2021020612,cast,announcer,,,TRUE,20210206,46
Punkie Johnson,2021020612,cast,Jemima Cullen,,,FALSE,20210206,46
Kate McKinnon,2021020612,cast,Miranda Rivers,,,FALSE,20210206,46
Bowen Yang,2021020612,cast,Matt Lee,,,FALSE,20210206,46
John Krasinski,202101301,host,Tom Brady,,4099.0,FALSE,20210130,46
Pete Davidson,202101301,cast,Derrick Evans,,,FALSE,20210130,46
Mikey Day,202101301,cast,Jack Dorsey,,4101.0,FALSE,20210130,46
Heidi Gardner,202101301,cast,announcer,,,TRUE,20210130,46
Kate McKinnon,202101301,cast,,,,FALSE,20210130,46
Alex Moffat,202101301,cast,Mark Zuckerberg,,3875.0,FALSE,20210130,46
Cecily Strong,202101301,cast,Marjorie Taylor Greene,,4100.0,FALSE,20210130,46
Kenan Thompson,202101301,cast,O.J. Simpson,,2613.0,FALSE,20210130,46
John Krasinski,202101302,host,,,,FALSE,20210130,46
Pete Davidson,202101302,cast,,,,FALSE,20210130,46
Alex Moffat,202101302,cast,audience member,,,FALSE,20210130,46
Ego Nwodim,202101302,cast,audience member,,,FALSE,20210130,46
Kenan Thompson,202101302,cast,audience member,,,FALSE,20210130,46
John Krasinski,202101303,host,sheriff,,,FALSE,20210130,46
Beck Bennett,202101303,cast,William,,,FALSE,20210130,46
Aidy Bryant,202101303,cast,Crystal,,,FALSE,20210130,46
Pete Davidson,202101303,cast,Lee,,,FALSE,20210130,46
Andrew Dismukes,202101303,cast,Jimmy,,,FALSE,20210130,46
Alex Moffat,202101303,cast,patron,,,FALSE,20210130,46
Ego Nwodim,202101303,cast,theme song singer,,,TRUE,20210130,46
Kenan Thompson,202101303,cast,Biscuit,,,FALSE,20210130,46
Melissa Villasenor,202101303,cast,inspector,,,FALSE,20210130,46
John Krasinski,202101304,host,Jonah,,,FALSE,20210130,46
Pete Davidson,202101304,cast,Nate,,,FALSE,20210130,46
Mikey Day,202101304,cast,guy,,,FALSE,20210130,46
Andrew Dismukes,202101304,cast,Damien,,,FALSE,20210130,46
Punkie Johnson,202101304,cast,girl,,,FALSE,20210130,46
Kyle Mooney,202101304,cast,guy,,,FALSE,20210130,46
John Krasinski,202101305,host,Craig Steer,,,FALSE,20210130,46
Beck Bennett,202101305,cast,Dale Tillman,,,FALSE,20210130,46
Mikey Day,202101305,cast,Jacob,,,FALSE,20210130,46
Kate McKinnon,202101305,cast,Josephine,,,FALSE,20210130,46
Cecily Strong,202101305,cast,Mischa Shumway,,,FALSE,20210130,46
John Krasinski,202101306,host,,,,FALSE,20210130,46
Beck Bennett,202101306,cast,David Harbour,,4103.0,FALSE,20210130,46
Pete Davidson,202101306,cast,Nicholas Braun,,4108.0,FALSE,20210130,46
Chloe Fineman,202101306,cast,Kim Cattrall,,4105.0,FALSE,20210130,46
Chloe Fineman,202101306,cast,Nicole Kidman,,4065.0,FALSE,20210130,46
Steve Higgins,202101306,cast,announcer,,,TRUE,20210130,46
Kate McKinnon,202101306,cast,Gillian Anderson,,4106.0,FALSE,20210130,46
Alex Moffat,202101306,cast,Kelsey Grammer,,4102.0,FALSE,20210130,46
Kyle Mooney,202101306,cast,Baby Yoda,1091.0,,FALSE,20210130,46
Cecily Strong,202101306,cast,Julie Andrews,,4104.0,FALSE,20210130,46
Melissa Villasenor,202101306,cast,Anya Taylor-Joy,,4107.0,FALSE,20210130,46
John Krasinski,202101307,host,Keith Reynolds,,,FALSE,20210130,46
Beck Bennett,202101307,cast,Brad Dobbit,,,FALSE,20210130,46
Aidy Bryant,202101307,cast,Angela Barnes,,,FALSE,20210130,46
Mikey Day,202101307,cast,FBI agent,,,FALSE,20210130,46
Heidi Gardner,202101307,cast,guest,,,FALSE,20210130,46
Punkie Johnson,202101307,cast,FBI agent,,,FALSE,20210130,46
Kyle Mooney,202101307,cast,guest,,,FALSE,20210130,46
Cecily Strong,202101307,cast,Goldie Fleming,,,FALSE,20210130,46
Bowen Yang,202101307,cast,FBI agent,,,FALSE,20210130,46
Machine Gun Kelly,202101308,music,,,,FALSE,20210130,46
Darrell Hammond,202101309,cast,announcer,,,TRUE,20210130,46
Colin Jost,202101309,cast,,,,FALSE,20210130,46
Michael Che,202101309,cast,,,,FALSE,20210130,46
Beck Bennett,202101309,cast,Mike Lindell,,4081.0,FALSE,20210130,46
Bowen Yang,202101309,cast,Fran Lebowitz,,4109.0,FALSE,20210130,46
Kyle Mooney,202101309,cast,Martin Scorsese,,4110.0,FALSE,20210130,46
Cecily Strong,202101309,cast,Cathy Anne,968.0,,FALSE,20210130,46
John Krasinski,2021013010,host,David Ruprecht,,4111.0,FALSE,20210130,46
Aidy Bryant,2021013010,cast,Kris,,,FALSE,20210130,46
Andrew Dismukes,2021013010,cast,Billy,,,FALSE,20210130,46
Lauren Holt,2021013010,cast,Reba,,,FALSE,20210130,46
Kate McKinnon,2021013010,cast,Gina,,,FALSE,20210130,46
Ego Nwodim,2021013010,cast,Dina,,,FALSE,20210130,46
Chris Redd,2021013010,cast,James,,,FALSE,20210130,46
Cecily Strong,2021013010,cast,announcer,,,TRUE,20210130,46
John Krasinski,2021013011,host,Rocky,,,FALSE,20210130,46
Beck Bennett,2021013011,cast,Dino,,,FALSE,20210130,46
Andrew Dismukes,2021013011,cast,Brandon Fudget,,,FALSE,20210130,46
Chloe Fineman,2021013011,cast,executive,,,FALSE,20210130,46
Ego Nwodim,2021013011,cast,executive,,,FALSE,20210130,46
Kenan Thompson,2021013011,cast,executive,,,FALSE,20210130,46
Machine Gun Kelly,2021013012,music,,,,FALSE,20210130,46
John Krasinski,2021013013,host,guy,,,FALSE,20210130,46
Aidy Bryant,2021013013,cast,Bugatouille,,,FALSE,20210130,46
Pete Davidson,2021013013,cast,critic,,,FALSE,20210130,46
Chloe Fineman,2021013013,cast,girl,,,FALSE,20210130,46
Kyle Mooney,2021013013,cast,Ratatouille,,,FALSE,20210130,46
Maya Rudolph,202012191,cameo,Kamala Harris,,4005.0,FALSE,20201219,46
Beck Bennett,202012191,cast,Mike Pence,,3703.0,FALSE,20201219,46
Mikey Day,202012191,cast,doctor,,,FALSE,20201219,46
Steve Higgins,202012191,cast,announcer,,,TRUE,20201219,46
Lauren Holt,202012191,cast,Karen Pence,,4097.0,FALSE,20201219,46
Kate McKinnon,202012191,cast,Rudy Giuliani,,3882.0,FALSE,20201219,46
Alex Moffat,202012191,cast,Joe Biden,,4096.0,FALSE,20201219,46
Kenan Thompson,202012191,cast,Ben Carson,,3599.0,FALSE,20201219,46
Kristen Wiig,202012192,host,,,,FALSE,20201219,46
Maya Rudolph,202012192,cameo,,,,FALSE,20201219,46
Kate McKinnon,202012192,cast,,,,FALSE,20201219,46
Kristen Wiig,202012193,host,Mindy Elise Grayson,803.0,,FALSE,20201219,46
Andrew Dismukes,202012193,cast,contestant,,,FALSE,20201219,46
Steve Higgins,202012193,cast,announcer,,,TRUE,20201219,46
Lauren Holt,202012193,cast,contestant,,,FALSE,20201219,46
Kate McKinnon,202012193,cast,Elka Legerdi,,,FALSE,20201219,46
Kenan Thompson,202012193,cast,Grant Choad,1020.0,,FALSE,20201219,46
Kristen Wiig,202012194,host,mother,,,FALSE,20201219,46
Beck Bennett,202012194,cast,Jon,,,FALSE,20201219,46
Chloe Fineman,202012194,cast,daughter,,,FALSE,20201219,46
Kyle Mooney,202012194,cast,son,,,FALSE,20201219,46
Kenan Thompson,202012194,cast,announcer,,,TRUE,20201219,46
Kristen Wiig,202012195,host,Aubra July,,,FALSE,20201219,46
Dua Lipa,202012195,music,Marjorie,,,FALSE,20201219,46
Beck Bennett,202012195,cast,soldier,,,FALSE,20201219,46
Mikey Day,202012195,cast,soldier,,,FALSE,20201219,46
Andrew Dismukes,202012195,cast,soldier,,,FALSE,20201219,46
Alex Moffat,202012195,cast,general,,,FALSE,20201219,46
Kyle Mooney,202012195,cast,soldier,,,FALSE,20201219,46
Bowen Yang,202012195,cast,Garrett,,,FALSE,20201219,46
Kristen Wiig,202012196,host,Principal Miller,,,FALSE,20201219,46
Beck Bennett,202012196,cast,announcer,,,TRUE,20201219,46
Andrew Dismukes,202012196,cast,Kyler,,,FALSE,20201219,46
Lauren Holt,202012196,cast,student,,,FALSE,20201219,46
Ego Nwodim,202012196,cast,Nicole Williams,,,FALSE,20201219,46
Kristen Wiig,202012197,host,pigeon lady,,,FALSE,20201219,46
Mikey Day,202012197,cast,Marv,,,FALSE,20201219,46
Steve Higgins,202012197,cast,announcer,,,TRUE,20201219,46
Kyle Mooney,202012197,cast,Harry,,,FALSE,20201219,46
Melissa Villasenor,202012197,cast,Kevin,,,FALSE,20201219,46
Dua Lipa,202012198,music,,,,FALSE,20201219,46
Darrell Hammond,202012199,cast,announcer,,,TRUE,20201219,46
Colin Jost,202012199,cast,,,,FALSE,20201219,46
Michael Che,202012199,cast,,,,FALSE,20201219,46
Chris Redd,202012199,cast,Smokey Robinson,,4098.0,FALSE,20201219,46
Kenan Thompson,202012199,cast,Willie,974.0,,FALSE,20201219,46
Heidi Gardner,202012199,cast,Landis Trotter,,,FALSE,20201219,46
Kristen Wiig,2020121910,host,Cathy,,,FALSE,20201219,46
Pete Davidson,2020121910,cast,Mr. Grinch,,,FALSE,20201219,46
Mikey Day,2020121910,cast,father,,,FALSE,20201219,46
Chloe Fineman,2020121910,cast,Cindy Lou Who,,,FALSE,20201219,46
Steve Higgins,2020121910,cast,announcer,,,TRUE,20201219,46
Kyle Mooney,2020121910,cast,son,,,FALSE,20201219,46
Kristen Wiig,2020121911,host,Sue,740.0,,FALSE,20201219,46
Beck Bennett,2020121911,cast,father,,,FALSE,20201219,46
Lauren Holt,2020121911,cast,Katie,,,FALSE,20201219,46
Punkie Johnson,2020121911,cast,guest,,,FALSE,20201219,46
Alex Moffat,2020121911,cast,grandpa,,,FALSE,20201219,46
Melissa Villasenor,2020121911,cast,mother,,,FALSE,20201219,46
Dua Lipa,2020121912,music,,,,FALSE,20201219,46
Beck Bennett,202012121,cast,Wolf Blitzer,,3677.0,FALSE,20201212,46
Heidi Gardner,202012121,cast,Dr. Deborah Birx,,4088.0,FALSE,20201212,46
Kate McKinnon,202012121,cast,Dr. Anthony Fauci,,4089.0,FALSE,20201212,46
Timothee Chalamet,202012122,host,,,,FALSE,20201212,46
Nicole Flender,202012122,cameo,,,,FALSE,20201212,46
Pete Davidson,202012122,cast,,,,FALSE,20201212,46
Timothee Chalamet,202012123,host,Spike,,,FALSE,20201212,46
Beck Bennett,202012123,cast,Rony,,,FALSE,20201212,46
Andrew Dismukes,202012123,cast,boyfriend,,,FALSE,20201212,46
Chloe Fineman,202012123,cast,Genital Herpes,,,FALSE,20201212,46
Steve Higgins,202012123,cast,announcer,,,TRUE,20201212,46
Lauren Holt,202012123,cast,daughter,,,FALSE,20201212,46
Cecily Strong,202012123,cast,mother,,,FALSE,20201212,46
Melissa Villasenor,202012123,cast,Spanish Influenza,,,FALSE,20201212,46
Bowen Yang,202012123,cast,Oral Herpes,,,FALSE,20201212,46
Timothee Chalamet,202012124,host,Matt,,,FALSE,20201212,46
Beck Bennett,202012124,cast,Nathan,,,FALSE,20201212,46
Mikey Day,202012124,cast,Mike,,,FALSE,20201212,46
Heidi Gardner,202012124,cast,Cathy,,,FALSE,20201212,46
Cecily Strong,202012124,cast,announcer,,,TRUE,20201212,46
Timothee Chalamet,202012125,host,Harry Styles,,4090.0,FALSE,20201212,46
Pete Davidson,202012125,cast,Machine Gun Kelly,,4093.0,FALSE,20201212,46
Andrew Dismukes,202012125,cast,chef,,,FALSE,20201212,46
Chloe Fineman,202012125,cast,Timothée Chalamet,,4055.0,FALSE,20201212,46
Steve Higgins,202012125,cast,announcer,,,TRUE,20201212,46
Lauren Holt,202012125,cast,audience member,,,FALSE,20201212,46
Punkie Johnson,202012125,cast,Brittani Warrick,,4094.0,FALSE,20201212,46
Ego Nwodim,202012125,cast,Dionne Warwick,,4091.0,FALSE,20201212,46
Melissa Villasenor,202012125,cast,Billie Eilish,,4092.0,FALSE,20201212,46
Timothee Chalamet,202012126,host,Ernest,,,FALSE,20201212,46
Jimmy Fallon,202012126,filmed,,,,FALSE,20201212,46
Beck Bennett,202012126,cast,Randall,,,FALSE,20201212,46
Heidi Gardner,202012126,cast,Abigail,,,FALSE,20201212,46
Lauren Holt,202012126,cast,E! announcer,,,TRUE,20201212,46
Bruce Springsteen & The E Street Band,202012127,music,,,,FALSE,20201212,46
Darrell Hammond,202012128,cast,announcer,,,TRUE,20201212,46
Colin Jost,202012128,cast,,,,FALSE,20201212,46
Michael Che,202012128,cast,,,,FALSE,20201212,46
Kate McKinnon,202012128,cast,Dr. Wayne Wenowdis,1100.0,,FALSE,20201212,46
Melissa Villasenor,202012128,cast,,,,FALSE,20201212,46
Timothee Chalamet,202012129,host,William,,,FALSE,20201212,46
Beck Bennett,202012129,cast,judge,1074.0,,FALSE,20201212,46
Heidi Gardner,202012129,cast,Sandy,1076.0,,FALSE,20201212,46
Steve Higgins,202012129,cast,announcer,,,TRUE,20201212,46
Lauren Holt,202012129,cast,Louisa,,,FALSE,20201212,46
Alex Moffat,202012129,cast,host,1073.0,,FALSE,20201212,46
Kyle Mooney,202012129,cast,Ralph,1077.0,,FALSE,20201212,46
Ego Nwodim,202012129,cast,judge,1075.0,,FALSE,20201212,46
Cecily Strong,202012129,cast,judge,,,FALSE,20201212,46
Timothee Chalamet,2020121210,host,$mokecheddathaassgetta,,,FALSE,20201212,46
Questlove,2020121210,cameo,,,,FALSE,20201212,46
Pete Davidson,2020121210,cast,Guaplord,,,FALSE,20201212,46
Punkie Johnson,2020121210,cast,Queen Latifah,,4095.0,FALSE,20201212,46
Ego Nwodim,2020121210,cast,Nunya Bizness,,,FALSE,20201212,46
Bruce Springsteen & The E Street Band,2020121211,music,,,,FALSE,20201212,46
Timothee Chalamet,2020121212,host,Deluca,,,FALSE,20201212,46
Beck Bennett,2020121212,cast,Drew Matarazo,,,FALSE,20201212,46
Pete Davidson,2020121212,cast,DelVechio,,,FALSE,20201212,46
Andrew Dismukes,2020121212,cast,Rico,,,FALSE,20201212,46
Steve Higgins,2020121212,cast,announcer,,,TRUE,20201212,46
Punkie Johnson,2020121212,cast,Chicky Stix,,,FALSE,20201212,46
Alex Moffat,2020121212,cast,Robert King,,,FALSE,20201212,46
Kyle Mooney,2020121212,cast,Daniel Pryer,,,FALSE,20201212,46
Beck Bennett,202012051,cast,Mike Lindell,,4081.0,FALSE,20201205,46
Pete Davidson,202012051,cast,kidnapper,,,FALSE,20201205,46
Mikey Day,202012051,cast,Matt Hall,,4085.0,FALSE,20201205,46
Chloe Fineman,202012051,cast,Grace Fraser,,,FALSE,20201205,46
Heidi Gardner,202012051,cast,witness,,,FALSE,20201205,46
Steve Higgins,202012051,cast,announcer,,,TRUE,20201205,46
Lauren Holt,202012051,cast,Jenna Ellis,,4084.0,FALSE,20201205,46
Kate McKinnon,202012051,cast,Rudy Giuliani,,3882.0,FALSE,20201205,46
Alex Moffat,202012051,cast,witness,,,FALSE,20201205,46
Kyle Mooney,202012051,cast,kidnapper,,,FALSE,20201205,46
Ego Nwodim,202012051,cast,Cynthia A. Johnson,,4083.0,FALSE,20201205,46
Cecily Strong,202012051,cast,Melissa Carone,,4082.0,FALSE,20201205,46
Jason Bateman,202012052,host,,,,FALSE,20201205,46
Jason Bateman,202012053,host,father,,,FALSE,20201205,46
Chloe Fineman,202012053,cast,sleepover girl,1092.0,,FALSE,20201205,46
Heidi Gardner,202012053,cast,Stephanie,1094.0,,FALSE,20201205,46
Kate McKinnon,202012053,cast,Megan,1095.0,,FALSE,20201205,46
Ego Nwodim,202012053,cast,sleepover girl,1093.0,,FALSE,20201205,46
Melissa Villasenor,202012053,cast,Stacy,,,FALSE,20201205,46
Jason Bateman,202012054,host,Santa Claus,,,FALSE,20201205,46
Eminem,202012054,filmed,,,,FALSE,20201205,46
Beck Bennett,202012054,cast,Rupert,,,FALSE,20201205,46
Pete Davidson,202012054,cast,Stu,,,FALSE,20201205,46
Chloe Fineman,202012054,cast,elf,,,FALSE,20201205,46
Kate McKinnon,202012054,cast,Dido,,4087.0,FALSE,20201205,46
Kyle Mooney,202012054,cast,elf,,,FALSE,20201205,46
Bowen Yang,202012054,cast,Elton John,,4086.0,FALSE,20201205,46
Jason Bateman,202012055,host,Devon,,,FALSE,20201205,46
Beck Bennett,202012055,cast,waiter,,,FALSE,20201205,46
Lauren Holt,202012055,cast,singer,,,FALSE,20201205,46
Cecily Strong,202012055,cast,Billie Moon,,,FALSE,20201205,46
Melissa Villasenor,202012055,cast,singer,,,FALSE,20201205,46
Bowen Yang,202012055,cast,Charlie Vig,,,FALSE,20201205,46
Jason Bateman,202012056,host,father,,,FALSE,20201205,46
Chloe Fineman,202012056,cast,Marie,,,FALSE,20201205,46
Heidi Gardner,202012056,cast,mother,,,FALSE,20201205,46
Lauren Holt,202012056,cast,daughter,,,FALSE,20201205,46
Punkie Johnson,202012056,cast,mother,,,FALSE,20201205,46
Kate McKinnon,202012056,cast,mother,,,FALSE,20201205,46
Ego Nwodim,202012056,cast,daughter,,,FALSE,20201205,46
Kenan Thompson,202012056,cast,Ray,,,FALSE,20201205,46
Jason Bateman,202012057,host,future Morgan,,,FALSE,20201205,46
Morgan Wallen,202012057,music,,,,FALSE,20201205,46
Beck Bennett,202012057,cast,guy,,,FALSE,20201205,46
Pete Davidson,202012057,cast,guy,,,FALSE,20201205,46
Andrew Dismukes,202012057,cast,guy,,,FALSE,20201205,46
Chloe Fineman,202012057,cast,girl,,,FALSE,20201205,46
Bowen Yang,202012057,cast,future Morgan,,,FALSE,20201205,46
Morgan Wallen,202012058,music,,,,FALSE,20201205,46
Darrell Hammond,202012059,cast,announcer,,,TRUE,20201205,46
Colin Jost,202012059,cast,,,,FALSE,20201205,46
Michael Che,202012059,cast,,,,FALSE,20201205,46
Pete Davidson,202012059,cast,,,,FALSE,20201205,46
Kenan Thompson,202012059,cast,announcer,,,TRUE,20201205,46
Heidi Gardner,202012059,cast,Bailey Gismert,1050.0,,FALSE,20201205,46
Jason Bateman,2020120510,host,John,,,FALSE,20201205,46
Mikey Day,2020120510,cast,Steven,,,FALSE,20201205,46
Kyle Mooney,2020120510,cast,Jingle Bells,,,FALSE,20201205,46
Cecily Strong,2020120510,cast,Patrice,,,FALSE,20201205,46
Melissa Villasenor,2020120510,cast,mother,,,FALSE,20201205,46
Morgan Wallen,2020120511,music,,,,FALSE,20201205,46
Beck Bennett,2020120512,cast,guy,,,FALSE,20201205,46
Pete Davidson,2020120512,cast,Steve,,,FALSE,20201205,46
Mikey Day,2020120512,cast,Jake,,,FALSE,20201205,46
Kyle Mooney,2020120512,cast,Ryan,,,FALSE,20201205,46
Chris Redd,2020120512,cast,Garrett,,,FALSE,20201205,46
Alec Baldwin,202011071,cameo,Donald Trump,,3692.0,FALSE,20201107,46
Jim Carrey,202011071,cameo,Joe Biden,,4060.0,FALSE,20201107,46
Maya Rudolph,202011071,cameo,Kamala Harris,,4005.0,FALSE,20201107,46
Beck Bennett,202011071,cast,Wolf Blitzer,,3677.0,FALSE,20201107,46
Chloe Fineman,202011071,cast,Kayleigh McEnany,,4079.0,FALSE,20201107,46
Alex Moffat,202011071,cast,John King,,4078.0,FALSE,20201107,46
Dave Chappelle,202011072,host,,,,FALSE,20201107,46
Dave Chappelle,202011073,host,Dennis Haysbert,,4080.0,FALSE,20201107,46
Alec Baldwin,202011073,cameo,executive,,,FALSE,20201107,46
Maya Rudolph,202011073,cameo,Aunt Jemima,,,FALSE,20201107,46
Pete Davidson,202011073,cast,Count Chocula,,,FALSE,20201107,46
Mikey Day,202011073,cast,executive,,,FALSE,20201107,46
Heidi Gardner,202011073,cast,executive,,,FALSE,20201107,46
Kenan Thompson,202011073,cast,Uncle Ben,,,FALSE,20201107,46
Mikey Day,202011074,cast,Josh Allen,,,FALSE,20201107,46
Chloe Fineman,202011074,cast,announcer,,,TRUE,20201107,46
Kyle Mooney,202011074,cast,Jake Cook,,,FALSE,20201107,46
Ego Nwodim,202011074,cast,Danica Mann,,,FALSE,20201107,46
Kenan Thompson,202011074,cast,K.L. Fitzroy,,,FALSE,20201107,46
